deck_code,factions,Champion.01,Champion.02,Champion.03,Champion.04,Champion.05,Champion.06,Card.01,Card.02,Card.03,Card.04,Card.05,Card.06,Card.07,Card.08,Card.09,Card.10,Card.11,Card.12,Card.13,Card.14,Card.15,Card.16,Card.17,Card.18,Card.19,Card.20,Card.21,Card.22,Card.23,Card.24,Card.25,Card.26,Card.27,Card.28,Card.29,Card.30,Card.31,Card.32,Card.33,Card.34,Card.35,Card.36,Card.37,Card.38,Card.39,Card.40,archetype,archetype_pretty
CQAQKBIKGF2IKANAAHBACAIKAUFAJAIBSEAZQANGAGTQDLYBYAA4MAPLAEBQCAQGFYAQGAQCAMCQUAI2FE,faction_BandleCity_Name,05BC133,05BC133,05BC133,02BW046,03IO002,05BC041,05BC049,05BC049,05BC049,05BC116,05BC116,05BC116,05BC133,05BC133,05BC133,05BC160,05BC160,05BC160,05BC194,05BC194,05BC194,05BC004,05BC004,05BC129,05BC129,05BC145,05BC145,05BC152,05BC152,05BC166,05BC166,05BC167,05BC167,05BC175,05BC175,05BC192,05BC192,05BC198,05BC198,05BC235,05BC235,02BW046,03IO002,05BC001,05BC026,05BC041,Fizz/Lulu/Poppy/Tristana (BC),""
CQBACAQGFYGAKCQ2E4UWA5EMAGMADIABUYA2OANPAHAACAABAECQUCQ,faction_BandleCity_Name,02BW046,02BW046,02BW046,05BC041,05BC041,05BC041,02BW046,02BW046,02BW046,05BC026,05BC026,05BC026,05BC039,05BC039,05BC039,05BC041,05BC041,05BC041,05BC096,05BC096,05BC096,05BC116,05BC116,05BC116,05BC140,05BC140,05BC140,05BC152,05BC152,05BC152,05BC160,05BC160,05BC160,05BC166,05BC166,05BC166,05BC167,05BC167,05BC167,05BC175,05BC175,05BC175,05BC192,05BC192,05BC192,05BC010,Fizz/Poppy (BC),""
CQAQMBIKAEDSS5FGAGXQCAYBAQDAUBACAYLCMOR4AQCQURKJMCMACAQBAUFMEAIDAIDB6IBN,"faction_BandleCity_Name,faction_Bilgewater_Name",05BC041,05BC041,05BC041,02BW022,02BW022,02BW032,05BC001,05BC001,05BC001,05BC007,05BC007,05BC007,05BC041,05BC041,05BC041,05BC116,05BC116,05BC116,05BC166,05BC166,05BC166,05BC175,05BC175,05BC175,04BW010,04BW010,02BW022,02BW022,02BW038,02BW038,02BW058,02BW058,02BW060,02BW060,05BC069,05BC069,05BC073,05BC073,05BC096,05BC096,05BC152,05BC152,05BC194,02BW031,02BW032,02BW045,Gangplank/Miss Fortune/Poppy (BC/BW),""
CQBQCAIEBAAQKBQBBACQUKLUUYA2OANPAHAADQQBYYAQCBIFBIASOYEBAGQACAA,"faction_BandleCity_Name,faction_Bilgewater_Name",01PZ008,01PZ008,01PZ008,05BC041,05BC041,05BC041,01PZ008,01PZ008,01PZ008,05BW001,05BW001,05BW001,05BC041,05BC041,05BC041,05BC116,05BC116,05BC116,05BC166,05BC166,05BC166,05BC167,05BC167,05BC167,05BC175,05BC175,05BC175,05BC192,05BC192,05BC192,05BC194,05BC194,05BC194,05BC198,05BC198,05BC198,05BC001,05BC001,05BC039,05BC039,05BC096,05BC096,05BC129,05BC129,05BC160,05BC160,Poppy/Teemo (BC/BW),""
CQCACAYGCEBAEBQYFYBQKBQFBMGQMBIKAQCRUKBKUYAQCAIFBIYQCAQFBLDADUIB,"faction_BandleCity_Name,faction_Bilgewater_Name",02BW046,02BW046,02BW046,05BW005,05BW005,05BW005,03BW017,03BW017,03BW017,02BW024,02BW024,02BW024,02BW046,02BW046,02BW046,05BW005,05BW005,05BW005,05BW011,05BW011,05BW011,05BW013,05BW013,05BW013,05BC004,05BC004,05BC004,05BC005,05BC005,05BC005,05BC026,05BC026,05BC026,05BC040,05BC040,05BC040,05BC042,05BC042,05BC042,05BC166,05BC166,05BC166,05BC049,05BC049,05BC198,05BC209,Fizz/Nami (BC/BW),""
CQAQQBIKDIUWA5EFAGQADJYBV4AQEAICAYUAOBIKAECYCAMEAGMADQQBYYAQA,"faction_BandleCity_Name,faction_Bilgewater_Name",05BC041,05BC041,05BC041,05BC133,05BC133,05BC133,05BC026,05BC026,05BC026,05BC041,05BC041,05BC041,05BC096,05BC096,05BC096,05BC116,05BC116,05BC116,05BC133,05BC133,05BC133,05BC160,05BC160,05BC160,05BC167,05BC167,05BC167,05BC175,05BC175,05BC175,02BW040,02BW040,05BC001,05BC001,05BC005,05BC005,05BC129,05BC129,05BC132,05BC132,05BC152,05BC152,05BC194,05BC194,05BC198,05BC198,Poppy/Tristana (BC/BW),""
CMBACBIGAEDQKCQEFFQHJJYBV4A4EAICAEAQICAFAUFBU34EAG6ADRQBAIAQGAQCAMCQVAIBTAA4AAI,"faction_BandleCity_Name,faction_Bilgewater_Name",05BC041,05BC041,05BC041,01PZ008,01PZ008,03IO002,05BW001,05BW001,05BW001,05BC004,05BC004,05BC004,05BC041,05BC041,05BC041,05BC096,05BC096,05BC096,05BC116,05BC116,05BC116,05BC167,05BC167,05BC167,05BC175,05BC175,05BC175,05BC194,05BC194,05BC194,01PZ008,01PZ008,05BC026,05BC026,05BC111,05BC111,05BC132,05BC132,05BC188,05BC188,05BC198,05BC198,03IO002,05BC129,05BC152,05BC192,Lulu/Poppy/Teemo (BC/BW),""
CQBQCBIGAECAKCQHIVE2MAIHAIDAIEQ2D4QC2PABAICQUGTAAA,"faction_BandleCity_Name,faction_Bilgewater_Name",02BW026,02BW026,02BW026,02BW032,02BW032,02BW032,05BW001,05BW001,05BW001,05BC007,05BC007,05BC007,05BC069,05BC069,05BC069,05BC073,05BC073,05BC073,05BC166,05BC166,05BC166,02BW004,02BW004,02BW004,02BW018,02BW018,02BW018,02BW026,02BW026,02BW026,02BW031,02BW031,02BW031,02BW032,02BW032,02BW032,02BW045,02BW045,02BW045,02BW060,02BW060,02BW060,05BC026,05BC026,05BC096,05BC096,Gangplank/Twisted Fate (BC/BW),""
CQCQCAYGCEAQIBQOAICQMBILAMBAMDQYFYCQKCQEAUNCRJQBAIAQEBRLAECQUMIA,"faction_BandleCity_Name,faction_Bilgewater_Name",05BW005,05BW005,05BW005,02BW046,02BW046,02BW046,03BW017,03BW017,03BW017,04BW014,04BW014,04BW014,05BW005,05BW005,05BW005,05BW011,05BW011,05BW011,02BW014,02BW014,02BW014,02BW024,02BW024,02BW024,02BW046,02BW046,02BW046,05BC004,05BC004,05BC004,05BC005,05BC005,05BC005,05BC026,05BC026,05BC026,05BC040,05BC040,05BC040,05BC166,05BC166,05BC166,02BW043,02BW043,05BC049,05BC049,Fizz/Nami (BC/BW),""
CQBAGBIKA5CUSBYCAYCBUIBBFU5DYAQBAUFGABACAYBBIHZCAA,"faction_BandleCity_Name,faction_Bilgewater_Name",02BW026,02BW026,02BW026,02BW032,02BW032,02BW032,05BC007,05BC007,05BC007,05BC069,05BC069,05BC069,05BC073,05BC073,05BC073,02BW004,02BW004,02BW004,02BW026,02BW026,02BW026,02BW032,02BW032,02BW032,02BW033,02BW033,02BW033,02BW045,02BW045,02BW045,02BW058,02BW058,02BW058,02BW060,02BW060,02BW060,05BC096,05BC096,02BW002,02BW002,02BW020,02BW020,02BW031,02BW031,02BW034,02BW034,Gangplank/Twisted Fate (BC/BW),""
CQBQCBIGAEBQEBQIBUTAMBIKFFXXJJQBU4A26AIDAEAQICABAIDBCAQFBICGAAICAUFKGAOCAE,"faction_BandleCity_Name,faction_Bilgewater_Name",05BC041,05BC041,05BC041,01PZ008,01PZ008,05BC163,05BW001,05BW001,05BW001,02BW008,02BW008,02BW008,02BW013,02BW013,02BW013,02BW038,02BW038,02BW038,05BC041,05BC041,05BC041,05BC111,05BC111,05BC111,05BC116,05BC116,05BC116,05BC166,05BC166,05BC166,05BC167,05BC167,05BC167,05BC175,05BC175,05BC175,01PZ008,01PZ008,02BW017,02BW017,05BC004,05BC004,05BC096,05BC096,05BC163,05BC194,Poppy/Teemo/Ziggs (BC/BW),""
CQCACBAGBIAQKBQBAUBAMBA2EAWTYBQFBIDRURKJTAA2MAIAAEAQEBQ7,"faction_BandleCity_Name,faction_Bilgewater_Name",02BW026,02BW026,02BW026,02BW032,02BW032,02BW032,04BW010,04BW010,04BW010,05BW001,05BW001,05BW001,02BW004,02BW004,02BW004,02BW026,02BW026,02BW026,02BW032,02BW032,02BW032,02BW045,02BW045,02BW045,02BW060,02BW060,02BW060,05BC007,05BC007,05BC007,05BC026,05BC026,05BC026,05BC069,05BC069,05BC069,05BC073,05BC073,05BC073,05BC152,05BC152,05BC152,05BC166,05BC166,05BC166,02BW031,Gangplank/Twisted Fate (BC/BW),""
CQBQCBIGAECQEBQEDIQC2PAFAUFAORKJMCTACAQBAUFBUAQCAYJB6AIBAMDAK,"faction_BandleCity_Name,faction_Bilgewater_Name",02BW026,02BW026,02BW026,02BW032,02BW032,02BW032,05BW001,05BW001,05BW001,02BW004,02BW004,02BW004,02BW026,02BW026,02BW026,02BW032,02BW032,02BW032,02BW045,02BW045,02BW045,02BW060,02BW060,02BW060,05BC007,05BC007,05BC007,05BC069,05BC069,05BC069,05BC073,05BC073,05BC073,05BC096,05BC096,05BC096,05BC166,05BC166,05BC166,05BC026,05BC026,02BW018,02BW018,02BW031,02BW031,03BW005,Gangplank/Twisted Fate (BC/BW),""
CQCACAYGCEBQEBQUDAXAGBIGAUFQ2BIFBICAKGRIUYAQEAICAYTACBIK2EAQA,"faction_BandleCity_Name,faction_Bilgewater_Name",02BW046,02BW046,02BW046,05BW005,05BW005,05BW005,03BW017,03BW017,03BW017,02BW020,02BW020,02BW020,02BW024,02BW024,02BW024,02BW046,02BW046,02BW046,05BW005,05BW005,05BW005,05BW011,05BW011,05BW011,05BW013,05BW013,05BW013,05BC004,05BC004,05BC004,05BC005,05BC005,05BC005,05BC026,05BC026,05BC026,05BC040,05BC040,05BC040,05BC166,05BC166,05BC166,02BW038,02BW038,05BC209,05BC209,Fizz/Nami (BC/BW),""
CMBQCBIGAEBAEBQYFUCAKCUBAGTADJYBYIAQGAIBAQEACAQGEYDQKCQEFFQIYAMYAGRQDLYBAEAQEBQ5,"faction_BandleCity_Name,faction_Bilgewater_Name",01PZ008,01PZ008,05BC041,05BC041,05BC163,05BC163,05BW001,05BW001,05BW001,02BW024,02BW024,02BW024,02BW045,02BW045,02BW045,05BC129,05BC129,05BC129,05BC166,05BC166,05BC166,05BC167,05BC167,05BC167,05BC194,05BC194,05BC194,01PZ008,01PZ008,02BW038,02BW038,05BC004,05BC004,05BC041,05BC041,05BC096,05BC096,05BC140,05BC140,05BC152,05BC152,05BC163,05BC163,05BC175,05BC175,02BW029,Poppy/Teemo/Ziggs (BC/BW),""
CQCQCAYGBAAQIBQKAECQMCQEAUFACGRRUYAQMAQGAQNCAJRNHIAACAICAYVQ,"faction_BandleCity_Name,faction_Bilgewater_Name",02BW026,02BW026,02BW026,02BW032,02BW032,02BW032,03BW008,03BW008,03BW008,04BW010,04BW010,04BW010,05BW010,05BW010,05BW010,05BC001,05BC001,05BC001,05BC026,05BC026,05BC026,05BC049,05BC049,05BC049,05BC166,05BC166,05BC166,02BW004,02BW004,02BW004,02BW026,02BW026,02BW026,02BW032,02BW032,02BW032,02BW038,02BW038,02BW038,02BW045,02BW045,02BW045,02BW058,02BW058,02BW058,02BW043,Gangplank/Twisted Fate (BC/BW),""
CQCACAIEBAAQEBQYAECQMAIJAUFBUKLAQEA2AANHAGXQDQABYIAQEAICAYYACBIKOQAA,"faction_BandleCity_Name,faction_Bilgewater_Name",01PZ008,01PZ008,01PZ008,05BC041,05BC041,05BC041,01PZ008,01PZ008,01PZ008,02BW024,02BW024,02BW024,05BW001,05BW001,05BW001,05BC026,05BC026,05BC026,05BC041,05BC041,05BC041,05BC096,05BC096,05BC096,05BC129,05BC129,05BC129,05BC160,05BC160,05BC160,05BC167,05BC167,05BC167,05BC175,05BC175,05BC175,05BC192,05BC192,05BC192,05BC194,05BC194,05BC194,02BW048,02BW048,05BC116,05BC116,Poppy/Teemo (BC/BW),""
CQBQEBIGAUDAIAQGBYTC4MIFAUFAIDI2GKIQCAYBAIDDSAIFBIAQCBIGBMAQCBIKBI,"faction_BandleCity_Name,faction_Bilgewater_Name",05BW005,05BW005,05BW005,02BW046,02BW046,02BW046,05BW005,05BW005,05BW005,05BW006,05BW006,05BW006,02BW014,02BW014,02BW014,02BW038,02BW038,02BW038,02BW046,02BW046,02BW046,02BW049,02BW049,02BW049,05BC004,05BC004,05BC004,05BC013,05BC013,05BC013,05BC026,05BC026,05BC026,05BC050,05BC050,05BC050,05BC145,05BC145,05BC145,02BW057,02BW057,05BC001,05BC001,05BW011,05BW011,05BC010,Fizz/Nami (BC/BW),""
CQBQCAYGCECQEBQ2EYVS2LQFAUFAIGRIUYA5CAICAECAMDQBAUFCUAQBAIDCUAQFAYBQ2,"faction_BandleCity_Name,faction_Bilgewater_Name",02BW026,02BW026,02BW026,02BW046,02BW046,02BW046,03BW017,03BW017,03BW017,02BW026,02BW026,02BW026,02BW038,02BW038,02BW038,02BW043,02BW043,02BW043,02BW045,02BW045,02BW045,02BW046,02BW046,02BW046,05BC004,05BC004,05BC004,05BC026,05BC026,05BC026,05BC040,05BC040,05BC040,05BC166,05BC166,05BC166,05BC209,05BC209,05BC209,04BW014,04BW014,05BC042,05BC042,02BW042,05BW003,05BW013,Fizz/Twisted Fate (BC/BW),""
CQCACAYGBAAQKBQBAUBAMBAWD4WTYBIFBIDSSSLUUYAQCAQFBJC2AAIA,"faction_BandleCity_Name,faction_Bilgewater_Name",02BW022,02BW022,02BW022,05BC041,05BC041,05BC041,03BW008,03BW008,03BW008,05BW001,05BW001,05BW001,02BW004,02BW004,02BW004,02BW022,02BW022,02BW022,02BW031,02BW031,02BW031,02BW045,02BW045,02BW045,02BW060,02BW060,02BW060,05BC007,05BC007,05BC007,05BC041,05BC041,05BC041,05BC073,05BC073,05BC073,05BC116,05BC116,05BC116,05BC166,05BC166,05BC166,05BC069,05BC069,05BC160,05BC160,Miss Fortune/Poppy (BC/BW),""
CQBACAQGDADAKCQ2OSCADJYBV4A4EAIEAEAQICABAUDACAQCAYEC2BIFBIASTGABUYA4AAIBAECQVIAB,"faction_BandleCity_Name,faction_Bilgewater_Name",01PZ008,01PZ008,05BC041,05BC041,"","",02BW024,02BW024,02BW024,05BC026,05BC026,05BC026,05BC116,05BC116,05BC116,05BC132,05BC132,05BC132,05BC167,05BC167,05BC167,05BC175,05BC175,05BC175,05BC194,05BC194,05BC194,01PZ008,01PZ008,05BW001,05BW001,02BW008,02BW008,02BW045,02BW045,05BC001,05BC001,05BC041,05BC041,05BC152,05BC152,05BC166,05BC166,05BC192,05BC192,05BC160,Poppy/Teemo (BC/BW),""
CMBQEAQGEYXAKBIKAQCRUKBKAUCQMAIFBIFQ2AQBAIDB2AIFBK4QCAA,"faction_BandleCity_Name,faction_Bilgewater_Name",02BW046,02BW046,02BW046,05BW005,05BW005,05BW005,02BW038,02BW038,02BW038,02BW046,02BW046,02BW046,05BC004,05BC004,05BC004,05BC005,05BC005,05BC005,05BC026,05BC026,05BC026,05BC040,05BC040,05BC040,05BC042,05BC042,05BC042,05BW001,05BW001,05BW001,05BW005,05BW005,05BW005,05BW010,05BW010,05BW010,05BW011,05BW011,05BW011,05BW013,05BW013,05BW013,02BW029,02BW029,05BC185,05BC185,Fizz/Nami (BC/BW),""
CMBQCAYABYBACAAJDUEAKCQ2FFQHJBIBSEA2OANPAEBQCAIAEUAQIAACAECQVBABAEAQKCTP,"faction_BandleCity_Name,faction_Demacia_Name",05BC041,05BC041,05BC041,05BC133,05BC133,05BC133,03DE014,03DE014,03DE014,01DE009,01DE009,01DE009,01DE029,01DE029,01DE029,05BC026,05BC026,05BC026,05BC041,05BC041,05BC041,05BC096,05BC096,05BC096,05BC116,05BC116,05BC116,05BC133,05BC133,05BC133,05BC145,05BC145,05BC145,05BC167,05BC167,05BC167,05BC175,05BC175,05BC175,01DE037,01DE037,04DE002,04DE002,05BC132,05BC132,05BC111,Poppy/Tristana (BC/DE),""
